Tarih,Saat,PTF (TL/MWh),PTF (USD/MWh),PTF (EUR/MWh),Yük Tahmin Planı (MWh),Toplam(MWh),Doğalgaz,Rüzgar,Linyit,Taş Kömür,İthal Kömür,Fueloil,Jeotermal,Barajlı,Nafta,Biyokütle,Akarsu,Gunes,Diğer
2025-10-13,16:00,"3.399,45","81,64","70,55","42.493,00","38.226,69","10.945,79","1.857,93","4.642,90","272,00","9.083,50","18,90","953,82","2.895,11","0,00","969,38","812,97","5.500,44","273,95"
2025-10-13,17:00,"3.400,00","81,65","70,56","43.131,00","37.123,75","11.622,41","1.870,71","4.647,10","272,00","9.072,50","11,20","962,36","4.878,41","0,00","941,16","1.058,45","1.558,28","229,17"
2025-10-13,18:00,"3.400,00","81,65","70,56","43.693,00","37.740,90","12.642,67","1.893,82","4.639,60","272,00","9.206,50","7,00","975,08","5.596,21","0,00","931,18","1.192,88","167,00","216,96"
2025-10-13,19:00,"3.400,00","81,65","70,56","43.749,00","37.701,90","12.897,00","1.975,76","4.623,10","272,00","9.206,11","7,00","991,92","5.220,21","0,00","924,29","1.344,32","25,48","214,71"
2025-10-13,20:00,"3.400,00","81,65","70,56","42.489,00","37.343,93","12.935,33","2.095,41","4.617,60","272,00","9.206,50","7,00","1.005,92","4.643,41","0,00","916,41","1.411,43","17,93","214,99"
2025-10-13,21:00,"3.399,45","81,64","70,55","41.141,00","36.888,27","12.924,79","2.051,95","4.619,60","272,00","9.206,50","7,00","1.019,92","4.309,41","0,00","932,16","1.312,27","17,97","214,70"
2025-10-13,22:00,"3.211,01","77,12","66,64","39.271,00","35.770,90","12.689,55","1.899,17","4.618,60","272,00","9.206,23","7,00","1.031,27","3.832,91","0,00","942,53","1.038,77","18,11","214,76"
2025-10-13,23:00,"3.150,00","75,65","65,37","36.896,00","33.876,38","11.829,94","1.819,18","4.620,60","272,00","9.205,18","7,00","1.043,19","2.957,91","0,00","935,08","953,06","18,46","214,78"
2025-10-14,00:00,"3.180,00","76,37","65,99","34.733,00","31.089,12","10.109,95","1.702,54","4.308,60","244,00","9.249,50","6,00","1.055,35","2.314,48","0,00","930,16","932,44","18,97","217,13"
2025-10-14,01:00,"3.000,00","72,05","62,26","33.341,00","29.398,50","9.636,05","1.617,63","4.229,60","244,00","9.249,50","6,00","1.061,14","1.376,48","0,00","926,01","816,94","18,16","216,99"
2025-10-14,02:00,"2.950,00","70,85","61,22","32.333,00","28.335,10","9.164,65","1.503,27","4.223,60","244,00","9.268,50","6,00","1.067,79","899,48","0,00","925,96","798,19","16,85","216,81"
2025-10-14,03:00,"2.900,01","69,65","60,18","31.544,00","27.956,70","9.054,75","1.470,49","4.229,60","244,00","9.268,50","6,00","1.074,88","731,48","0,00","922,33","716,85","20,76","217,06"
2025-10-14,04:00,"2.700,00","64,84","56,03","31.503,00","27.748,66","8.885,35","1.438,26","4.236,60","244,00","9.268,50","6,00","1.081,11","720,48","0,00","923,15","706,24","21,94","217,03"
2025-10-14,05:00,"2.547,78","61,19","52,87","31.808,00","27.985,45","8.747,05","1.517,41","4.236,60","244,00","9.268,50","6,00","1.086,98","1.038,48","0,00","926,94","658,37","37,86","217,26"
2025-10-14,06:00,"3.200,01","76,85","66,41","32.616,00","28.521,19","9.120,01","1.565,18","4.211,60","244,00","9.268,50","6,00","1.088,39","930,08","0,00","922,52","726,26","219,54","219,11"
2025-10-14,07:00,"3.224,42","77,44","66,91","34.721,00","30.701,12","9.199,14","1.647,13","4.211,00","244,00","9.285,50","8,40","1.090,22","891,68","0,00","920,55","887,38","2.070,61","245,51"
2025-10-14,08:00,"3.300,00","79,25","68,48","40.282,00","35.285,16","9.045,17","1.733,49","4.044,69","244,00","9.279,50","17,90","1.080,63","1.154,88","1,40","952,16","1.002,50","6.438,44","290,40"
2025-10-14,09:00,"2.250,01","54,04","46,69","42.585,00","37.478,63","7.541,41","1.788,23","4.104,29","244,00","9.293,50","21,70","1.061,30","795,98","1,40","978,07","762,70","10.540,79","345,26"
2025-10-14,10:00,"2.510,10","60,28","52,09","43.049,00","38.092,92","5.192,80","1.753,23","4.169,50","244,00","9.297,50","31,30","1.044,12","1.048,68","1,40","993,10","685,46","13.248,89","382,94"
2025-10-14,11:00,"2.349,98","56,44","48,77","43.731,00","39.315,38","5.190,41","1.724,23","4.104,60","244,00","9.249,50","30,90","1.025,68","1.081,18","1,40","1.003,94","662,21","14.593,27","404,06"
2025-10-14,12:00,"779,99","18,73","16,19","41.478,00","37.577,88","4.702,14","1.623,57","4.020,00","244,00","8.426,90","20,90","1.006,16","757,78","1,40","1.022,03","593,02","14.750,36","409,62"
2025-10-14,13:00,"1.753,00","42,10","36,38","41.949,00","37.774,47","4.703,92","1.680,06","4.038,29","244,00","9.206,20","19,70","992,30","746,48","1,40","1.015,07","681,51","14.047,79","397,75"
2025-10-14,14:00,"3.021,36","72,56","62,70","42.971,00","38.551,05","6.180,85","1.689,39","4.113,69","244,00","9.309,50","28,40","976,02","1.442,58","1,40","1.008,29","711,44","12.474,35","371,14"
2025-10-14,15:00,"2.914,30","69,99","60,48","42.397,00","38.333,18","8.446,65","1.726,54","4.118,50","244,00","9.309,50","26,00","956,81","1.711,38","1,40","1.007,44","706,66","9.751,78","326,52"
2025-10-14,16:00,"3.380,00","81,17","70,14","42.769,00","38.671,37","11.963,17","1.761,10","4.094,30","244,00","9.284,50","15,90","952,32","2.524,68","1,40","969,38","883,11","5.704,61","272,90"
2025-10-14,17:00,"3.400,00","81,65","70,56","43.111,00","37.141,79","12.583,01","1.785,34","4.124,50","244,00","9.270,50","8,20","965,95","4.279,98","1,00","939,59","1.070,08","1.644,73","224,91"
2025-10-14,18:00,"3.400,00","81,65","70,56","43.347,00","37.558,85","12.860,21","1.867,70","4.125,60","244,00","9.283,50","6,00","980,36","5.543,88","0,50","944,24","1.308,05","182,65","212,16"
2025-10-14,19:00,"3.400,00","81,65","70,56","43.380,00","37.577,68","12.900,94","1.922,84","4.169,60","235,00","9.283,50","6,00","997,71","5.465,28","0,00","948,65","1.406,19","32,11","209,86"
2025-10-14,20:00,"3.400,00","81,65","70,56","42.258,00","36.785,73","12.754,24","1.886,16","4.279,60","244,00","9.283,50","6,00","1.011,72","4.868,98","0,10","944,89","1.278,37","18,40","209,77"
2025-10-14,21:00,"3.399,46","81,64","70,55","41.095,00","35.851,49","12.545,38","1.871,41","4.282,60","236,00","9.283,50","6,00","1.026,33","4.214,58","0,10","955,03","1.204,00","16,78","209,78"
2025-10-14,22:00,"3.200,01","76,85","66,41","39.384,00","35.185,01","12.282,96","1.718,43","4.381,60","244,00","9.283,50","6,00","1.037,29","4.008,38","0,00","952,60","1.041,31","16,08","212,86"
2025-10-14,23:00,"3.149,99","75,65","65,37","37.551,00","34.040,58","12.190,42","1.557,47","4.412,60","244,00","9.283,50","6,00","1.047,63","3.196,38","0,00","949,03","921,35","17,18","215,02"
2025-10-15,00:00,"3.180,01","76,22","65,76","34.057,00","31.601,59","10.939,07","1.509,93","4.390,50","244,00","9.272,50","6,00","1.056,04","2.294,28","0,00","934,75","700,71","14,21","239,60"
2025-10-15,01:00,"3.131,62","75,06","64,76","32.765,00","29.993,81","10.500,70","1.431,59","4.385,00","244,00","9.272,50","6,00","1.062,97","1.247,28","0,00","931,40","656,98","15,84","239,55"
2025-10-15,02:00,"2.970,50","71,20","61,43","31.945,00","28.814,77","9.903,15","1.392,09","4.271,00","244,00","9.272,50","6,00","1.070,42","843,28","0,00","931,50","625,87","15,33","239,63"
2025-10-15,03:00,"2.806,79","67,28","58,04","31.295,00","28.236,61","9.450,85","1.336,29","4.272,00","244,00","9.272,50","6,00","1.078,03","841,58","0,00","929,18","550,92","15,66","239,60"
2025-10-15,04:00,"2.773,34","66,48","57,35","31.298,00","28.165,22","9.534,55","1.351,37","4.287,50","244,00","9.272,50","6,00","1.082,35","673,58","0,00","928,23","525,73","19,79","239,62"
2025-10-15,05:00,"2.881,32","69,06","59,58","31.603,00","28.536,84","9.610,55","1.406,70","4.317,50","244,00","9.272,50","6,00","1.088,07","839,58","0,00","929,18","545,84","36,88","240,04"
2025-10-15,06:00,"2.950,00","70,71","61,01","32.361,00","29.150,59","9.822,04","1.565,65","4.316,50","244,00","9.272,50","6,00","1.090,71","794,18","0,00","929,12","625,53","241,65","242,71"
2025-10-15,07:00,"3.000,00","71,91","62,04","34.574,00","31.079,70","9.635,75","1.682,81","4.276,79","244,00","9.238,70","11,20","1.094,97","847,78","0,00","940,26","720,04","2.115,90","271,50"
2025-10-15,08:00,"2.864,00","68,65","59,23","39.578,00","35.685,46","9.443,25","1.815,78","4.284,19","244,00","9.253,70","17,20","1.086,23","809,98","0,00","969,34","791,19","6.664,26","306,34"
2025-10-15,09:00,"3.071,01","73,61","63,51","41.011,00","37.899,17","7.375,25","1.922,77","4.271,90","244,00","9.267,70","29,20","1.069,94","876,28","0,00","996,26","767,24","10.713,24","365,39"
2025-10-15,10:00,"2.355,00","56,45","48,70","41.528,00","38.300,43","5.055,93","2.007,78","4.269,69","244,00","9.221,70","29,80","1.044,14","1.034,18","0,00","1.027,32","681,89","13.275,13","408,87"
2025-10-15,11:00,"2.700,00","64,72","55,84","41.795,00","39.242,12","4.606,33","2.092,20","4.178,60","244,00","9.141,00","29,40","1.021,06","1.229,48","0,00","1.041,49","706,13","14.520,97","431,46"
2025-10-15,12:00,"780,00","18,70","16,13","40.458,00","37.654,45","4.060,37","2.152,42","4.159,09","244,00","8.379,00","19,50","1.000,52","917,68","0,00","1.028,43","534,56","14.721,41","437,47"
2025-10-15,13:00,"1.899,98","45,54","39,29","40.596,00","37.729,55","4.063,48","2.277,23","4.136,60","244,00","9.126,00","14,90","987,59","827,08","0,00","1.027,65","562,70","14.039,10","423,22"
2025-10-15,14:00,"2.875,99","68,94","59,47","41.141,00","38.354,52","5.355,04","2.518,77","4.264,30","244,00","9.189,00","18,10","974,58","1.324,18","0,00","1.036,18","638,30","12.402,57","389,50"
2025-10-15,15:00,"3.099,00","74,28","64,09","40.894,00","38.708,91","7.835,11","2.742,86","4.273,69","244,00","9.312,50","11,10","962,52","1.685,38","0,00","1.011,89","589,05","9.698,89","341,92"
2025-10-15,16:00,"3.197,00","76,63","66,11","41.407,00","39.058,05","11.317,30","3.018,53","4.243,30","244,00","9.288,50","8,00","958,78","2.423,58","0,00","986,58","673,27","5.622,29","273,92"
2025-10-15,17:00,"3.399,46","81,48","70,30","41.982,00","38.201,99","12.558,18","3.273,81","4.249,20","244,00","9.274,50","6,00","967,02","3.858,38","0,00","975,93","1.021,34","1.547,73","225,90"
2025-10-15,18:00,"3.399,98","81,50","70,31","42.491,00","38.651,93","12.820,28","3.548,76","4.245,50","244,00","9.272,88","6,00","977,92","4.975,88","0,00","962,75","1.193,57","192,23","212,16"
2025-10-15,19:00,"3.399,46","81,48","70,30","42.460,00","38.873,29","12.836,54","3.842,11","4.260,50","244,00","9.272,80","6,00","999,05","4.904,98","0,00","961,74","1.296,67","38,81","210,09"
2025-10-15,20:00,"3.399,46","81,48","70,30","41.663,00","38.488,06","12.863,97","3.933,49","4.245,50","244,00","9.272,91","6,00","1.015,68","4.494,88","0,00","960,41","1.221,00","20,50","209,72"
2025-10-15,21:00,"3.370,00","80,78","69,69","40.685,00","37.935,58","13.010,34","3.948,70","4.212,50","244,00","9.231,08","6,00","1.030,24","3.966,08","0,00","961,05","1.096,02","19,86","209,71"
2025-10-15,22:00,"2.887,01","69,20","59,70","39.259,00","35.950,05","11.774,55","4.075,84","4.194,50","244,00","9.231,70","6,00","1.041,23","3.408,18","0,00","961,70","784,83","17,85","209,67"
2025-10-15,23:00,"2.994,00","71,76","61,92","37.610,00","33.932,67","10.363,15","3.988,82","4.212,50","244,00","9.231,16","6,00","1.054,19","2.975,98","0,00","967,74","660,88","18,51","209,74"
2025-10-16,00:00,"3.052,27","73,11","63,26","33.853,00","31.778,36","9.119,35","3.894,36","4.199,60","244,00","9.145,50","6,00","1.073,17","2.270,59","0,00","960,40","617,76","16,17","231,46"
2025-10-16,01:00,"2.876,00","68,89","59,61","32.516,00","30.384,39","8.866,35","3.749,75","4.200,60","244,00","8.977,50","6,00","1.078,84","1.477,39","0,00","946,31","591,35","14,88","231,42"
2025-10-16,02:00,"2.876,00","68,89","59,61","31.592,00","29.301,40","8.427,95","3.778,84","4.223,60","244,00","8.800,50","6,00","1.086,23","1.008,19","0,00","947,55","531,37","15,67","231,50"
2025-10-16,03:00,"2.605,00","62,40","53,99","30.944,00","28.685,96","8.205,85","3.665,67","4.270,10","244,00","8.697,00","6,00","1.093,25","861,99","0,00","940,65","454,01","15,93","231,51"
2025-10-16,04:00,"2.355,01","56,41","48,81","30.901,00","28.408,63","7.961,15","3.755,46","4.307,60","222,00","8.697,00","6,00","1.099,50","695,19","0,00","946,78","466,15","20,21","231,59"
2025-10-16,05:00,"2.837,33","67,96","58,81","31.289,00","28.903,59","8.379,85","3.844,48","4.137,60","244,00","8.697,00","6,00","1.102,77","831,99","0,00","941,62","450,06","36,40","231,82"
2025-10-16,06:00,"3.219,47","77,11","66,73","32.169,00","29.662,01","8.758,87","3.969,42","4.150,60","244,00","8.695,92","6,00","1.103,81","832,59","0,00","941,13","500,60","224,67","234,40"
2025-10-16,07:00,"3.124,08","74,83","64,75","34.227,00","31.691,52","8.621,43","4.045,85","4.136,40","244,00","8.630,71","10,20","1.107,92","1.101,19","0,00","934,64","531,81","2.064,88","262,49"
2025-10-16,08:00,"3.219,47","77,11","66,73","38.749,00","36.516,49","8.815,34","4.142,13","4.150,20","244,00","8.644,00","14,80","1.100,14","1.014,29","0,00","969,54","641,34","6.484,51","296,20"
2025-10-16,09:00,"2.950,01","70,66","61,14","40.500,00","38.805,91","7.032,57","4.206,92","4.260,40","244,00","8.659,00","23,00","1.082,11","827,69","0,00","992,71","570,04","10.552,85","354,62"
2025-10-16,10:00,"2.464,99","59,04","51,09","40.771,00","39.231,68","4.610,30","4.219,00","4.255,19","244,00","8.664,00","25,80","1.058,39","1.047,89","0,00","1.022,56","617,77","13.070,61","396,17"
2025-10-16,11:00,"2.300,00","55,09","47,67","41.043,00","39.174,24","3.930,00","4.290,35","4.108,50","244,00","8.102,70","16,90","1.034,03","1.159,29","0,00","1.036,72","605,31","14.227,39","419,05"
2025-10-16,12:00,"501,01","12,00","10,38","39.429,00","38.023,53","3.802,23","4.371,19","4.023,89","245,20","7.225,70","14,30","1.011,93","1.024,99","0,00","1.034,39","484,94","14.359,15","425,62"
2025-10-16,13:00,"1.314,11","31,48","27,24","39.794,00","38.339,13","3.800,57","4.578,80","4.207,69","245,80","7.752,70","10,90","993,22","1.010,49","0,00","1.029,26","448,96","13.849,11","411,63"
2025-10-16,14:00,"2.600,01","62,28","53,89","40.436,00","39.184,72","4.664,25","4.802,09","4.221,49","249,00","8.526,70","13,10","965,97","1.487,49","0,00","1.015,13","595,43","12.263,60","380,47"
2025-10-16,15:00,"2.944,00","70,52","61,02","40.264,00","39.076,70","6.596,49","5.028,38","4.326,79","249,00","8.761,17","12,10","953,35","1.613,29","0,00","1.010,23","613,00","9.578,66","334,24"
2025-10-16,16:00,"3.129,99","74,97","64,87","40.892,00","39.581,52","10.820,44","5.197,30","4.261,00","249,00","8.736,70","8,00","952,49","1.971,69","0,00","960,59","710,78","5.440,84","272,69"
2025-10-16,17:00,"3.400,00","81,44","70,47","41.646,00","39.434,35","12.512,57","5.317,38","4.315,40","249,00","8.722,70","6,00","958,90","3.811,59","0,00","942,22","918,02","1.455,39","225,18"
2025-10-16,18:00,"3.400,00","81,44","70,47","42.108,00","40.286,16","12.849,16","5.445,28","4.275,60","214,00","8.751,50","6,00","977,00","5.297,79","0,00","942,19","1.157,32","158,24","212,08"
2025-10-16,19:00,"3.400,00","81,44","70,47","42.087,00","40.133,86","12.880,36","5.456,21","4.258,35","214,00","8.751,50","6,00","996,84","5.111,19","0,00","940,54","1.269,11","39,75","210,01"
2025-10-16,20:00,"3.400,00","81,44","70,47","41.288,00","39.371,98","12.893,52","5.344,17","4.218,25","214,00","8.737,50","6,00","1.018,07","4.488,09","0,00","953,16","1.267,38","22,37","209,47"
2025-10-16,21:00,"3.400,00","81,44","70,47","40.300,00","37.865,64","12.801,55","5.131,51","4.244,35","214,00","8.751,53","6,00","1.034,01","3.324,69","0,00","956,91","1.169,22","22,38","209,49"
2025-10-16,22:00,"3.128,46","74,93","64,84","38.945,00","36.386,53","11.592,49","4.674,34","4.268,35","214,00","8.751,50","6,00","1.049,47","3.724,39","0,00","958,17","916,41","21,76","209,65"
2025-10-16,23:00,"3.147,77","75,40","65,24","37.143,00","34.494,47","10.756,83","4.267,98","4.282,60","249,00","8.751,50","6,00","1.060,15","3.080,39","0,00","954,58","855,45","20,60","209,39"
2025-10-17,00:00,"2.995,00","71,72","61,66","33.958,00","32.177,82","9.887,22","3.804,48","4.284,60","249,00","8.751,50","6,00","1.065,86","2.248,24","0,00","945,40","697,69","21,33","216,50"
2025-10-17,01:00,"2.910,10","69,68","59,91","32.405,00","30.671,61","9.591,12","3.415,97","4.285,60","249,00","8.751,50","6,00","1.073,82","1.477,24","0,00","938,66","645,46","20,72","216,52"
2025-10-17,02:00,"2.827,99","67,72","58,22","31.397,00","29.775,15","9.347,52","3.154,52","4.285,60","249,00","8.751,50","6,00","1.084,05","1.086,34","0,00","939,53","634,39","20,22","216,48"
2025-10-17,03:00,"2.250,01","53,88","46,32","30.706,00","28.986,25","8.813,32","2.913,40","4.287,60","249,00","8.751,50","1,00","1.090,34","1.103,34","0,00","951,73","587,32","21,08","216,62"
2025-10-17,04:00,"2.500,00","59,86","51,47","30.576,00","28.683,64","8.829,62","2.813,46","4.287,60","249,00","8.751,50","6,00","1.092,73","938,24","0,00","948,97","525,73","24,14","216,65"
2025-10-17,05:00,"2.814,26","67,39","57,94","30.884,00","29.338,19","9.564,12","2.665,69","4.307,60","249,00","8.751,50","6,00","1.097,85","975,34","0,00","951,69","511,88","40,83","216,69"
2025-10-17,06:00,"3.177,01","76,08","65,41","31.832,00","29.972,17","9.905,02","2.564,32","4.336,60","249,00","8.751,50","6,00","1.091,40","1.105,04","0,00","956,70","567,19","220,30","219,10"
2025-10-17,07:00,"3.198,11","76,58","65,84","34.078,00","31.753,98","9.764,84","2.420,86","4.346,30","249,00","8.757,50","10,20","1.084,81","1.291,14","0,00","964,37","656,59","1.964,36","244,01"
2025-10-17,08:00,"3.222,51","77,17","66,35","38.757,00","36.158,03","9.628,46","2.431,37","4.372,70","249,00","8.771,50","13,10","1.057,40","1.180,34","0,00","992,31","771,81","6.392,74","297,30"
2025-10-17,09:00,"3.122,01","74,76","64,28","40.349,00","38.063,03","7.753,23","2.398,04","4.418,19","249,00","8.786,50","20,00","1.033,76","1.052,64","0,00","1.021,46","638,10","10.339,26","352,85"
2025-10-17,10:00,"2.998,00","71,79","61,72","40.649,00","38.485,77","5.902,41","2.438,39","4.403,79","249,00","8.415,50","24,20","1.018,81","1.129,14","0,00","1.045,28","596,46","12.874,86","387,93"
2025-10-17,11:00,"2.850,00","68,25","58,68","40.944,00","38.607,88","5.283,43","2.300,72","4.345,90","249,00","7.935,00","25,40","994,38","1.227,24","0,00","1.052,88","628,55","14.154,36","411,02"
2025-10-17,12:00,"1.056,99","25,31","21,76","38.967,00","36.690,98","4.175,79","2.133,79","4.287,79","249,00","7.379,00","16,20","974,35","877,04","0,00","1.062,85","660,32","14.457,58","417,27"
2025-10-17,13:00,"1.607,00","38,48","33,09","38.966,00","36.435,28","4.222,22","1.991,58","4.269,29","249,00","7.920,00","14,80","948,65","851,94","0,00","1.052,85","574,02","13.935,39","405,54"
2025-10-17,14:00,"2.995,01","71,72","61,66","40.177,00","37.760,40","6.689,88","1.838,53","4.319,10","249,00","7.941,00","21,80","937,04","1.368,84","0,00","1.042,11","621,94","12.357,15","374,01"
2025-10-17,15:00,"2.900,01","69,44","59,71","39.893,00","37.502,74","8.712,39","1.693,50","4.387,20","249,00","8.449,00","17,40","927,20","1.533,94","0,00","1.029,75","569,71","9.606,09","327,56"
2025-10-17,16:00,"3.400,00","81,42","70,00","40.478,00","38.538,09","12.865,45","1.553,38","4.374,70","249,00","8.684,00","8,00","923,12","2.369,24","0,00","1.011,75","849,38","5.380,55","269,52"
2025-10-17,17:00,"3.400,00","81,42","70,00","41.190,00","37.592,12","12.981,23","1.365,92","4.308,00","249,00","8.720,00","6,00","926,24","5.421,24","0,00","982,70","1.029,75","1.379,19","222,85"
2025-10-17,18:00,"3.400,00","81,42","70,00","41.724,00","38.507,85","13.411,97","1.302,04","4.338,60","249,00","8.751,50","6,00","947,61","6.935,94","0,00","977,40","1.205,52","170,45","211,82"
2025-10-17,19:00,"3.400,00","81,42","70,00","41.534,00","38.542,42","13.638,77","1.234,69","4.394,60","249,00","8.751,50","6,00","979,86","6.773,54","0,00","976,77","1.291,13","36,96","209,60"
2025-10-17,20:00,"3.400,00","81,42","70,00","40.602,00","37.739,34","13.664,56","1.158,51","4.379,60","249,00","8.751,50","6,00","1.006,74","6.117,67","0,00","970,59","1.203,79","21,99","209,39"
2025-10-17,21:00,"3.400,00","81,42","70,00","39.547,00","36.572,93","13.701,33","1.079,20","4.348,60","249,00","8.751,50","6,00","1.027,07","5.116,74","0,00","965,60","1.100,60","17,96","209,33"
2025-10-17,22:00,"3.400,00","81,42","70,00","38.018,00","36.007,76","13.710,89","1.006,87","4.362,60","249,00","8.751,50","6,00","1.039,06","4.759,54","0,00","971,09","923,30","18,54","209,37"
2025-10-17,23:00,"3.250,00","77,82","66,91","36.035,00","34.368,43","13.062,27","952,16","4.383,60","249,00","8.751,50","6,00","1.049,78","3.991,94","0,00","968,59","726,00","18,20","209,39"
2025-10-18,00:00,"3.198,11","76,56","65,69","34.798,00","31.625,71","11.942,29","928,70","4.244,60","122,00","8.751,50","5,00","1.055,95","2.680,44","0,00","968,51","680,75","16,39","229,58"
2025-10-18,01:00,"3.180,00","76,12","65,31","33.306,00","30.277,20","11.566,79","857,43","4.245,60","122,00","8.751,50","5,00","1.064,61","1.835,44","0,00","960,97","621,79","16,49","229,58"
2025-10-18,02:00,"3.219,47","77,07","66,12","32.063,00","29.071,42","10.974,09","837,41","4.215,90","122,00","8.751,50","5,00","1.070,42","1.273,54","0,00","962,66","612,20","16,86","229,84"
2025-10-18,03:00,"3.380,01","80,91","69,42","31.135,00","28.311,95","10.526,39","794,69","4.240,50","122,00","8.751,50","5,00","1.078,64","1.053,54","0,00","964,29","528,52","17,33","229,55"
2025-10-18,04:00,"3.320,01","79,48","68,19","30.941,00","28.030,96","10.376,39","790,80","4.255,60","122,00","8.751,50","5,00","1.081,45","929,44","0,00","966,80","500,24","22,18","229,56"
2025-10-18,05:00,"3.399,98","81,39","69,83","31.185,00","28.030,41","10.333,49","708,37","4.206,60","122,00","8.751,50","5,00","1.084,59","1.082,94","0,00","967,32","501,91","36,99","229,70"
2025-10-18,06:00,"3.400,00","81,39","69,83","31.689,00","28.199,87","10.226,29","648,55","4.180,60","122,00","8.751,50","5,00","1.088,82","1.216,64","0,00","966,17","562,63","199,80","231,87"
2025-10-18,07:00,"3.088,00","73,92","63,42","32.613,00","28.930,63","9.536,69","683,69","4.107,30","122,00","8.732,50","9,20","1.088,14","962,84","0,00","973,39","551,48","1.904,48","258,92"
2025-10-18,08:00,"2.621,99","62,77","53,85","35.648,00","32.322,39","8.421,63","821,56","4.212,00","122,00","8.716,50","17,70","1.080,62","839,64","0,00","1.018,81","609,57","6.161,76","300,60"
2025-10-18,09:00,"2.994,01","71,67","61,49","37.357,00","34.189,51","6.137,34","1.018,50","4.219,50","122,00","8.730,50","25,00","1.056,99","929,84","0,00","1.027,71","607,22","9.952,38","362,53"
2025-10-18,10:00,"2.453,01","58,72","50,38","38.348,00","35.105,29","4.973,13","1.129,48","4.164,19","122,00","8.361,50","27,00","1.029,99","1.039,64","0,00","1.045,41","600,26","12.244,99","367,70"
2025-10-18,11:00,"2.399,98","57,45","49,29","38.922,00","35.668,03","4.681,42","1.270,19","4.101,00","122,00","7.944,00","26,10","1.001,92","1.146,84","0,00","1.050,72","587,91","13.375,18","360,75"
2025-10-18,12:00,"1.000,00","23,94","20,54","37.805,00","34.894,32","4.422,00","1.466,15","4.093,40","122,00","7.381,00","16,80","980,45","949,94","0,00","1.053,14","479,32","13.569,05","361,07"
2025-10-18,13:00,"1.899,99","45,48","39,02","38.103,00","34.948,94","4.457,09","1.598,67","4.091,00","122,00","8.040,00","16,40","960,32","934,24","0,00","1.038,22","482,44","12.865,12","343,44"
2025-10-18,14:00,"2.780,01","66,55","57,10","38.736,00","35.371,81","6.155,46","1.674,14","3.922,79","122,00","8.079,00","25,20","950,26","1.331,04","0,00","1.020,25","511,49","11.268,39","311,79"
2025-10-18,15:00,"3.013,98","72,15","61,90","38.574,00","35.380,87","8.353,38","1.580,28","3.950,60","122,00","8.375,00","22,40","937,64","1.548,54","0,00","1.025,14","555,76","8.614,56","295,57"
2025-10-18,16:00,"3.130,00","74,93","64,29","38.969,00","35.279,79","11.819,41","1.469,88","3.961,70","122,00","8.501,00","11,70","935,79","1.827,34","0,00","1.000,04","608,86","4.751,99","270,08"
2025-10-18,17:00,"3.400,00","81,39","69,83","39.674,00","35.038,79","12.630,18","1.344,96","3.952,90","123,80","8.634,00","5,00","942,91","4.071,84","0,00","978,79","970,21","1.160,92","223,28"
2025-10-18,18:00,"3.400,00","81,39","69,83","40.859,00","36.116,24","12.826,61","1.225,72","4.013,60","124,00","8.745,70","5,00","959,87","5.843,74","0,00","978,34","1.018,56","164,80","210,30"
2025-10-18,19:00,"3.400,00","81,39","69,83","40.720,00","36.060,62","12.852,31","1.194,70","4.009,60","124,00","8.745,70","5,00","982,56","5.825,04","0,00","979,64","1.095,22","38,38","208,47"
2025-10-18,20:00,"3.400,00","81,39","69,83","39.796,00","35.520,25","12.876,91","1.133,03","4.033,60","124,00","8.745,70","5,00","1.000,47","5.274,84","0,00","982,25","1.118,30","17,64","208,51"
2025-10-18,21:00,"3.400,00","81,39","69,83","38.779,00","34.525,80","12.870,71","1.057,53","4.067,60","122,00","8.745,70","5,00","1.017,90","4.340,94","0,00","981,69","1.090,23","17,89","208,61"
2025-10-18,22:00,"3.300,00","79,00","67,78","37.297,00","34.265,29","12.883,51","1.038,02","4.058,60","122,00","8.745,70","5,00","1.031,90","4.238,14","0,00","978,13","937,56","19,25","207,48"
2025-10-18,23:00,"3.180,01","76,12","65,31","35.434,00","32.950,38","12.453,41","1.044,13","4.041,60","122,00","8.745,70","5,00","1.044,60","3.545,34","0,00","974,33","749,84","16,93","207,50"
2025-10-19,00:00,"3.200,00","76,58","65,46","32.972,00","30.598,02","11.146,82","1.136,83","3.916,60","122,00","8.745,70","5,00","1.050,05","2.655,64","0,00","992,44","578,23","17,09","231,62"
2025-10-19,01:00,"3.180,00","76,10","65,05","31.546,00","28.969,28","10.494,53","1.271,31","3.952,60","122,00","8.745,70","5,00","1.057,72","1.574,64","0,00","976,59","521,79","15,65","231,75"
2025-10-19,02:00,"2.864,00","68,54","58,59","30.337,00","27.880,05","9.791,13","1.403,29","3.953,60","122,00","8.745,70","5,00","1.064,11","992,04","0,00","990,56","564,47","16,35","231,80"
2025-10-19,03:00,"3.129,99","74,91","64,03","29.348,00","26.942,30","9.033,74","1.532,73","3.955,60","122,00","8.641,00","5,00","1.072,59","840,04","0,00","978,12","512,47","16,96","232,05"
2025-10-19,04:00,"3.144,01","75,24","64,31","29.131,00","26.407,71","8.257,85","1.599,11","3.955,60","122,00","8.641,00","5,00","1.077,87","1.007,94","0,00","992,25","509,95","21,65","217,49"
